blueWins	blueWardsPlaced	blueWardsDestroyed	blueFirstBlood	blueKills	blueEliteMonsters	blueDragons	blueHeralds	blueTowersDestroyed	blueTotalGold	blueTotalExperience	blueTotalMinionsKilled	blueTotalJungleMinionsKilled	redWardsPlaced	redWardsDestroyed	redFirstBlood	redKills	redEliteMonsters	redDragons	redHeralds	redTowersDestroyed	redTotalGold	redTotalExperience	redTotalMinionsKilled	redTotalJungleMinionsKilled
0	15	3	0	4	0	0	0	0	14606	16104	173	59	57	3	1	11	1	1	0	0	19011	19408	193	63
1	16	3	0	10	1	1	0	0	19134	20399	227	71	16	2	1	5	0	0	0	0	15694	18200	209	66
0	14	4	1	3	0	0	0	0	15209	17965	201	48	16	2	0	3	0	0	0	0	15534	17956	246	47
1	16	2	1	6	1	0	1	0	16512	18547	207	75	39	2	0	7	1	1	0	0	17826	19574	246	67
0	16	2	0	4	1	0	1	0	15707	16687	225	36	61	3	1	9	1	1	0	0	17431	18202	202	39
1	15	5	0	10	1	1	0	0	17886	19530	224	62	15	2	1	3	0	0	0	0	14032	16544	193	44
1	16	3	1	4	1	1	0	0	15620	17974	225	52	89	2	0	4	0	0	0	0	15386	18292	227	40
0	11	6	1	5	1	1	0	0	16275	17526	199	64	19	4	0	15	0	0	0	0	20477	21372	248	44
1	36	3	0	9	1	0	1	0	17308	16585	209	48	15	1	1	9	1	1	0	0	16476	17089	183	56
0	64	2	0	2	0	0	0	0	13875	16214	212	46	19	6	1	3	0	0	0	0	15082	17756	227	37
1	16	2	0	12	1	1	0	1	20721	18605	247	49	15	3	1	7	0	0	0	0	16268	17309	206	48
1	15	4	1	8	1	1	0	0	16955	17434	191	56	16	0	0	4	0	0	0	0	15649	16395	200	48
0	35	2	1	6	0	0	0	0	16099	17169	200	31	11	1	0	9	1	1	0	0	17162	18196	215	49
1	89	2	1	13	1	0	1	0	19569	19298	203	36	42	4	0	4	1	1	0	0	14421	16990	179	51
1	18	2	1	15	1	1	0	1	20932	19304	233	48	32	4	0	7	0	0	0	0	16715	17920	188	64
1	21	2	1	17	2	1	1	0	20983	19590	220	32	14	2	0	7	0	0	0	0	15611	14964	156	40
0	37	3	1	4	0	0	0	0	15871	17242	224	56	14	10	0	6	2	1	1	0	16623	19006	228	72
1	12	2	1	10	0	0	0	0	17938	17865	219	37	15	1	0	7	1	1	0	0	15777	16134	195	55
1	16	5	1	8	2	1	1	3	20685	21642	279	58	20	1	0	0	0	0	0	0	12924	15824	201	44
1	16	2	1	11	1	0	1	0	18045	20275	227	55	15	6	0	6	0	0	0	0	15398	17071	203	35
1	89	3	0	7	2	1	1	0	16985	19175	241	52	17	1	1	4	0	0	0	0	15999	17981	267	48
1	11	0	0	3	1	0	1	0	14106	15716	200	48	14	3	1	6	1	1	0	0	16499	16720	186	40
0	122	1	1	3	1	1	0	0	15474	17407	203	64	11	0	0	3	0	0	0	0	15821	18541	224	63
1	16	4	0	6	1	0	1	0	16434	18330	235	48	20	5	1	4	1	1	0	0	16869	17756	270	36
0	14	2	0	4	2	1	1	0	14885	17810	192	59	89	2	1	8	0	0	0	1	19675	19936	232	67
1	20	1	1	11	1	1	0	0	19527	20653	237	52	12	2	0	2	0	0	0	0	14002	17186	211	52
0	12	2	0	6	0	0	0	0	16685	17126	223	44	13	2	1	7	1	1	0	0	16668	18306	175	61
0	17	4	0	14	1	0	1	0	19868	19587	201	58	92	1	1	11	1	1	0	0	17086	15039	157	36
0	13	1	0	9	0	0	0	0	16017	17022	182	34	14	2	1	7	1	1	0	0	16075	17009	228	37
0	109	2	0	0	0	0	0	0	13557	16944	213	60	36	6	1	5	1	1	0	0	16194	18822	248	52
1	18	2	1	6	1	0	1	0	17779	20127	268	48	15	4	0	2	0	0	0	0	14573	17866	225	52
1	13	1	0	14	1	1	0	0	19133	19406	200	56	12	2	1	2	0	0	0	0	14602	16428	211	60
0	11	2	1	3	1	1	0	0	14304	15110	199	56	13	1	0	3	0	0	0	1	16387	17659	236	44
1	33	4	0	1	0	0	0	0	14339	17922	234	60	18	1	1	3	1	1	0	0	15666	18747	241	50
1	17	1	1	9	1	1	0	0	17101	16986	194	47	39	2	0	9	0	0	0	0	16742	18700	197	56
1	19	1	1	3	1	0	1	0	14731	16242	223	41	12	2	0	5	1	1	0	0	17003	19024	220	84
1	14	3	1	8	1	1	0	0	17766	18700	229	54	15	2	0	10	0	0	0	0	18446	19403	243	41
0	14	1	1	7	1	1	0	0	16747	18330	202	48	12	0	0	5	0	0	0	0	16265	19000	225	60
0	15	0	1	7	2	1	1	0	16074	16408	185	50	17	3	0	12	0	0	0	0	19342	20865	206	55
1	89	3	1	7	1	1	0	0	17488	18635	220	51	54	6	0	5	0	0	0	0	15586	17668	193	60
0	16	3	0	0	0	0	0	0	12698	15550	195	48	13	2	1	6	1	1	0	0	16482	19569	222	60
1	15	2	0	10	0	0	0	0	17264	19660	230	36	13	4	1	3	0	0	0	0	14790	17166	230	51
0	22	4	1	2	0	0	0	0	14516	17011	218	52	22	3	0	11	1	1	0	0	18194	20245	246	52
0	17	3	1	8	0	0	0	0	17666	19438	241	49	17	1	0	2	1	1	0	0	15129	17605	234	54
1	14	2	1	6	1	1	0	0	16521	17693	203	56	14	2	0	4	0	0	0	0	15031	16232	216	39
0	15	0	0	5	1	1	0	0	15880	17975	199	56	12	2	1	9	1	0	1	0	19720	20810	239	76
1	16	3	1	9	1	1	0	0	17020	17178	185	44	21	2	0	3	0	0	0	0	15643	17851	232	51
1	22	8	1	7	1	1	0	0	18021	19353	246	50	50	2	0	2	0	0	0	0	13064	14913	182	45
0	13	1	0	5	0	0	0	0	16334	18034	245	40	85	1	1	7	2	1	1	0	17671	19140	245	60
1	45	2	0	2	0	0	0	0	13979	16912	203	48	19	5	1	6	1	1	0	0	16850	19339	243	59
0	13	3	0	3	0	0	0	0	15006	18694	230	51	37	3	1	3	0	0	0	0	16277	19060	264	52
1	29	10	0	2	0	0	0	0	15696	18895	243	68	42	2	1	5	1	0	1	0	16859	18914	246	51
0	18	1	1	7	0	0	0	0	15946	16836	170	36	16	2	0	9	1	0	1	0	16779	17768	230	44
0	10	4	0	3	0	0	0	0	15548	17564	215	44	184	1	1	10	1	1	0	0	18234	19601	212	43
1	15	0	1	4	1	1	0	0	15942	19003	232	71	20	4	0	1	0	0	0	0	15456	18138	242	64
1	14	5	1	4	0	0	0	0	15727	18760	264	56	14	2	0	2	0	0	0	0	14286	18287	211	43
0	16	3	0	7	0	0	0	0	16772	16548	228	42	18	2	1	5	2	1	1	0	16580	18044	234	56
0	16	1	0	7	1	0	1	0	17820	20320	234	68	10	0	1	1	1	1	0	0	14358	17360	205	60
0	20	4	1	5	0	0	0	0	16440	17567	238	55	18	1	0	8	1	1	0	0	17332	17822	206	44
1	20	4	1	10	2	1	1	1	19890	18304	214	56	13	3	0	6	0	0	0	1	16600	16906	214	40
1	38	2	0	5	0	0	0	0	15936	18595	234	47	15	2	1	4	1	1	0	0	15682	18455	205	63
0	39	0	0	6	0	0	0	0	16065	17606	193	50	13	1	1	8	1	1	0	0	17888	19755	234	63
1	16	1	1	3	1	0	1	1	16385	17307	215	42	14	1	0	2	1	1	0	0	15423	18953	261	65
0	14	2	1	3	1	1	0	0	15315	17144	210	50	15	2	0	7	0	0	0	0	17793	19280	231	60
1	39	3	0	3	0	0	0	0	15610	19049	246	57	16	1	1	5	0	0	0	0	15709	18322	234	48
1	17	3	1	3	0	0	0	0	14650	16684	192	36	19	5	0	8	0	0	0	0	16653	18295	195	43
0	13	2	1	4	1	0	1	0	16209	18146	254	52	15	1	0	4	1	1	0	0	15893	18743	237	57
0	16	3	1	7	0	0	0	0	16254	17374	200	47	21	3	0	6	0	0	0	0	17162	19180	227	52
0	17	2	0	5	0	0	0	0	15881	17927	214	39	60	3	1	11	1	1	0	0	17824	19509	216	45
1	16	3	0	8	0	0	0	0	17554	16706	227	43	20	7	1	11	2	1	1	0	19102	18694	225	58
0	15	6	0	2	0	0	0	0	14329	16330	211	47	18	1	1	7	1	1	0	0	16295	19921	217	64
1	27	7	0	5	1	1	0	0	15712	17969	221	46	23	4	1	4	0	0	0	0	15881	17687	235	50
0	88	1	0	4	0	0	0	0	16121	16956	169	65	14	2	1	11	1	1	0	0	17708	18534	221	40
0	15	14	0	1	1	1	0	0	14471	17810	241	55	39	4	1	2	0	0	0	0	14826	18210	232	56
1	15	2	1	5	0	0	0	0	14797	16703	195	40	15	2	0	4	1	1	0	0	16373	18423	259	48
0	15	2	1	5	0	0	0	0	15692	16690	206	51	39	4	0	3	1	0	1	0	15210	18743	235	54
1	14	2	1	8	1	1	0	0	18271	19689	223	55	10	1	0	7	1	0	1	0	17333	19508	204	52
0	15	3	0	1	0	0	0	0	14928	18640	229	81	13	5	1	4	1	1	0	0	15288	18309	213	46
1	13	1	1	6	0	0	0	0	15835	17352	217	40	14	1	0	8	0	0	0	0	17808	18849	236	60
1	16	0	1	10	1	0	1	1	19598	18704	242	44	15	4	0	4	0	0	0	0	14734	16766	204	44
1	12	4	0	7	1	1	0	0	16664	18875	244	49	17	2	1	2	0	0	0	0	14121	17910	204	59
1	19	3	1	6	1	0	1	0	15826	17062	196	42	16	5	0	10	1	1	0	0	18122	18739	243	45
0	13	2	1	6	0	0	0	0	16517	18263	216	57	16	3	0	4	1	1	0	0	15563	17693	216	44
0	12	0	0	5	1	0	1	1	16888	18334	225	40	14	1	1	4	1	1	0	0	15825	18725	231	55
1	13	6	1	13	1	1	0	2	21872	19671	225	36	14	0	0	3	0	0	0	0	14468	14515	169	50
1	18	2	1	8	1	1	0	0	17828	19155	242	65	38	6	0	3	0	0	0	0	14186	15305	179	34
1	20	3	1	6	0	0	0	0	16535	17913	199	45	14	4	0	7	1	1	0	0	17382	17902	227	46
1	17	1	0	4	0	0	0	0	16194	17871	238	76	19	4	1	5	2	1	1	0	15818	18065	215	52
0	20	4	1	5	2	1	1	0	15304	17175	195	44	17	3	0	6	0	0	0	0	16773	17059	238	46
0	22	1	1	2	1	0	1	0	14931	17257	215	53	16	4	0	0	1	1	0	0	13636	17337	230	51
0	51	2	0	5	0	0	0	0	15175	16256	170	60	18	0	1	7	1	1	0	0	16418	17485	219	37
1	16	1	0	4	1	1	0	0	15089	17882	219	48	18	6	1	11	0	0	0	0	18515	20636	227	48
1	19	1	1	11	0	0	0	0	19057	19088	236	64	12	3	0	5	0	0	0	0	16602	17148	226	43
1	16	1	0	7	0	0	0	0	17198	19868	233	62	51	1	1	2	0	0	0	0	15272	17749	219	73
0	16	0	0	2	1	1	0	0	14206	17591	210	56	13	3	1	7	0	0	0	0	17071	19457	248	60
0	16	5	1	6	1	1	0	0	15303	16803	209	28	21	1	0	7	0	0	0	0	16457	18432	207	44
1	16	3	0	7	0	0	0	0	15257	16021	191	25	14	4	1	8	1	1	0	0	17117	16741	211	32
1	13	2	1	8	1	1	0	0	17643	17308	226	48	14	5	0	5	0	0	0	0	15312	17283	193	36
1	17	3	0	1	0	0	0	0	14649	17790	229	55	19	4	1	1	1	0	1	0	15093	18667	247	55
0	16	1	0	5	1	1	0	0	15101	16888	187	48	23	5	1	9	0	0	0	0	18115	17245	252	49
1	13	4	1	8	0	0	0	0	18288	18800	223	56	14	3	0	2	0	0	0	0	13911	17081	220	48
1	15	2	1	6	0	0	0	0	17357	20069	236	56	18	1	0	1	0	0	0	0	15327	18658	252	69
1	14	4	0	4	0	0	0	0	16101	19176	266	56	15	2	1	3	1	1	0	0	15217	18148	236	36
0	17	3	0	6	0	0	0	0	16864	18758	219	49	15	1	1	11	0	0	0	0	18270	19764	195	67
0	13	2	0	5	0	0	0	0	14470	15760	175	36	23	2	1	9	1	1	0	0	18729	20022	246	60
1	15	5	1	6	1	1	0	0	18027	19090	252	53	15	2	0	2	0	0	0	0	14118	17152	219	37
1	18	3	1	9	1	1	0	0	18920	19580	238	44	13	3	0	7	0	0	0	0	16581	18955	220	39
0	10	3	0	3	1	0	1	0	15521	16916	202	60	72	1	1	6	1	1	0	0	16708	17630	219	53
1	38	1	1	6	0	0	0	0	15579	16638	198	38	17	2	0	8	1	1	0	0	16893	17204	215	48
1	16	4	1	10	0	0	0	0	18602	20068	200	64	29	3	0	8	1	0	1	1	18479	18755	226	46
0	15	0	0	6	0	0	0	0	15325	16317	192	36	16	1	1	10	2	1	1	0	18289	18904	208	56
0	13	0	0	4	0	0	0	0	15161	16945	196	60	16	0	1	13	0	0	0	1	22250	19760	237	55
0	18	1	1	8	0	0	0	0	17818	19558	238	44	11	3	0	3	0	0	0	0	15284	17828	223	60
0	13	3	0	3	0	0	0	0	14066	16007	178	46	24	3	1	13	1	0	1	1	21032	20730	246	44
0	13	4	0	5	0	0	0	0	16143	17759	212	47	16	2	1	12	0	0	0	0	19426	18341	194	56
0	17	3	1	4	0	0	0	0	15431	17705	214	54	17	5	0	11	1	1	0	0	18891	20094	233	56
0	20	2	1	8	1	0	1	0	16815	18326	207	41	19	6	0	7	0	0	0	0	16805	18103	241	48
1	15	3	0	7	1	0	1	0	17060	19600	242	61	15	3	1	3	1	1	0	0	14853	16764	219	68
0	18	3	0	4	0	0	0	0	15341	17802	204	44	17	3	1	10	1	1	0	0	17651	19406	220	56
0	11	3	1	7	2	1	1	0	17012	19316	230	57	15	2	0	4	0	0	0	0	15556	17883	220	60
1	16	2	1	6	1	0	1	1	17805	17597	218	40	38	1	0	7	1	1	0	0	16359	18948	212	45
0	20	1	0	6	0	0	0	0	16425	17934	205	60	11	1	1	12	1	1	0	0	20986	19769	271	60
0	20	3	1	12	1	1	0	0	17804	16151	168	29	14	5	0	10	0	0	0	0	18416	17170	171	52
0	41	2	0	2	0	0	0	0	14449	16336	220	45	16	13	1	5	1	1	0	0	16428	16674	186	68
1	14	6	1	10	0	0	0	0	17687	18169	203	52	33	3	0	6	0	0	0	0	16203	18193	216	56
0	14	4	1	9	0	0	0	0	18471	19497	225	65	15	3	0	4	1	1	0	0	15219	17193	201	62
1	12	4	0	5	1	1	0	0	16245	17547	206	52	18	2	1	8	0	0	0	0	17296	16794	206	48
1	20	3	0	6	1	1	0	0	15054	16819	209	26	17	4	1	9	0	0	0	0	17072	18164	169	57
1	12	4	1	9	0	0	0	0	17216	17264	207	48	39	4	0	8	0	0	0	0	15754	15974	165	39
1	16	4	0	4	0	0	0	0	14997	17191	218	44	18	2	1	12	2	1	1	0	18398	19370	219	40
1	13	1	0	2	0	0	0	0	14804	17613	239	44	28	1	1	6	1	1	0	0	16449	18689	245	47
0	17	0	1	4	1	0	1	0	15645	18594	227	56	13	5	0	3	1	1	0	0	14716	17499	205	67
0	16	5	0	3	0	0	0	0	15365	17435	221	55	18	3	1	9	0	0	0	0	17815	18585	233	40
0	16	0	1	8	0	0	0	0	17524	16577	209	41	16	2	0	10	1	1	0	0	17817	18432	211	57
1	14	2	1	10	0	0	0	0	18324	19267	199	54	15	1	0	1	0	0	0	0	13779	15553	195	46
1	32	1	1	7	2	1	1	0	17140	18226	221	68	15	3	0	6	0	0	0	0	16543	17351	226	57
1	19	4	1	9	0	0	0	0	17756	18384	211	40	19	6	0	7	0	0	0	0	15781	17415	210	38
0	26	0	0	14	1	1	0	0	19094	19076	196	56	16	3	1	8	0	0	0	0	17401	17789	214	43
0	36	4	0	5	1	0	1	0	15963	18713	218	62	22	2	1	5	1	1	0	0	16948	18806	262	61
1	15	1	1	14	2	1	1	1	21266	19884	231	56	9	1	0	5	0	0	0	0	13839	13326	129	47
1	13	2	1	10	0	0	0	0	17692	18587	203	63	12	1	0	8	1	1	0	0	16674	17268	201	38
0	18	1	0	4	1	1	0	0	14562	15997	206	35	17	4	1	7	0	0	0	0	16419	17973	214	53
0	12	1	0	5	0	0	0	0	15881	16662	215	52	19	3	1	13	1	1	0	0	19319	19236	222	52
0	15	4	1	9	0	0	0	0	17649	17906	207	40	10	3	0	8	0	0	0	0	16070	17328	209	36
0	20	1	0	1	1	1	0	0	14358	16468	203	56	15	2	1	5	1	0	1	1	17429	18735	242	56
0	20	2	1	8	0	0	0	0	17828	18836	229	43	16	4	0	6	0	0	0	0	16786	18867	231	52
1	11	1	1	9	0	0	0	0	17495	19387	178	60	14	0	0	4	0	0	0	0	15624	16490	227	40
0	14	4	0	3	0	0	0	0	15519	18382	256	58	21	3	1	4	1	1	0	0	16065	17304	227	48
0	25	3	1	3	0	0	0	0	15365	17502	250	49	19	6	0	3	1	1	0	0	15893	18632	259	55
0	18	2	0	6	0	0	0	0	15582	16182	190	45	17	3	1	8	1	0	1	0	17362	17560	229	43
0	16	6	1	4	1	1	0	0	15054	16861	223	56	19	1	0	3	0	0	0	0	15441	17586	210	56
0	11	2	0	3	0	0	0	0	15052	16956	204	48	16	2	1	7	1	1	0	0	17129	19413	242	72
0	16	2	0	4	0	0	0	0	15608	16536	197	50	37	4	1	9	0	0	0	0	17298	19479	220	54
1	15	2	1	7	2	1	1	0	16578	18186	220	50	18	2	0	9	0	0	0	0	17565	18927	206	44
1	15	3	0	4	0	0	0	0	16361	17937	225	68	53	3	1	12	1	1	0	0	19263	19133	231	56
1	19	1	0	4	0	0	0	0	14709	16206	209	29	16	2	1	10	2	1	1	0	17632	17285	232	53
0	17	2	1	5	1	1	0	1	17457	18205	225	52	15	1	0	4	0	0	0	0	15962	18618	248	53
0	12	3	0	3	0	0	0	0	14179	16052	205	36	17	4	1	11	1	1	0	0	19106	20002	230	64
1	16	1	0	7	0	0	0	0	16294	18342	214	50	17	1	1	5	0	0	0	0	16312	18090	229	45
0	13	1	0	2	0	0	0	0	15392	18126	238	60	14	2	1	6	2	1	1	0	16437	17720	205	64
0	59	4	1	5	1	1	0	0	15534	16209	204	40	17	4	0	9	0	0	0	0	17746	17757	215	60
1	18	1	1	7	0	0	0	1	17462	18011	210	52	15	4	0	6	0	0	0	0	16139	16017	215	54
0	38	3	0	9	0	0	0	0	17346	19356	197	59	14	0	1	10	0	0	0	0	17566	17929	186	63
1	36	3	1	3	0	0	0	0	16248	18185	239	60	15	4	0	0	1	1	0	0	14162	16788	241	56
1	22	2	1	5	0	0	0	0	15218	16539	211	48	14	4	0	6	0	0	0	0	16046	16118	206	34
1	23	4	1	13	0	0	0	0	20329	20692	264	48	16	5	0	6	0	0	0	0	16102	16800	174	40
0	14	2	0	9	1	1	0	0	17235	17249	196	47	16	4	1	6	0	0	0	0	16058	17940	232	37
0	40	7	0	6	2	1	1	1	17433	17931	221	48	28	3	1	7	0	0	0	0	17170	17589	206	48
0	21	1	0	3	0	0	0	0	15480	19018	243	61	17	6	1	3	1	1	0	0	16296	19045	278	63
1	15	1	1	8	1	1	0	0	17850	19943	238	71	16	2	0	7	0	0	0	0	16753	18029	224	40
1	36	3	1	7	0	0	0	0	16590	19121	210	60	16	1	0	5	1	1	0	0	15533	17826	227	48
1	19	1	1	10	2	1	1	0	17706	18096	214	41	9	3	0	6	0	0	0	0	17561	19198	221	64
1	15	0	0	10	1	0	1	0	18972	19388	231	36	9	4	1	5	0	0	0	0	15413	17161	189	55
0	38	2	0	6	0	0	0	0	16530	18808	205	54	20	3	1	10	1	1	0	0	18256	19075	238	46
1	15	1	0	1	1	1	0	0	14911	18362	238	60	19	2	1	4	0	0	0	0	15537	17467	230	39
1	15	2	1	11	1	1	0	1	20543	20964	233	57	11	1	0	4	0	0	0	0	14014	16480	161	60
1	16	3	1	12	2	1	1	1	21437	20067	229	60	16	3	0	6	0	0	0	0	14067	14613	133	39
1	39	2	1	2	1	1	0	0	15185	18437	231	70	16	9	0	3	1	0	1	0	15604	18865	241	53
0	16	4	0	3	0	0	0	0	15275	17812	217	56	12	1	1	3	1	1	0	0	15976	17466	214	56
1	17	2	1	9	1	1	0	0	18581	17855	229	55	13	2	0	2	0	0	0	0	14302	15948	239	44
1	42	5	1	8	1	1	0	0	17072	18825	205	42	13	6	0	6	1	0	1	0	17236	17974	244	45
0	18	5	1	5	1	1	0	0	15758	16364	190	72	19	3	0	6	0	0	0	0	16640	18124	253	40
0	18	3	0	3	0	0	0	0	15144	17285	224	50	47	2	1	7	1	1	0	0	17427	19254	259	62
1	81	0	0	4	1	1	0	0	15742	18562	244	52	14	2	1	4	0	0	0	0	16638	19854	252	72
0	11	4	1	6	0	0	0	0	15161	16711	187	36	13	1	0	10	1	0	1	0	18473	19830	223	48
0	15	3	0	5	0	0	0	0	16554	18076	216	56	36	1	1	8	1	0	1	0	17059	18656	193	71
0	16	4	0	3	1	1	0	0	14384	15955	199	36	21	4	1	7	0	0	0	0	17772	18980	256	52
1	41	1	1	10	0	0	0	0	17183	17906	208	45	15	3	0	7	1	1	0	0	16083	17736	166	47
0	15	3	1	3	0	0	0	0	15165	17462	218	62	19	4	0	6	0	0	0	0	17160	18656	251	55
1	17	2	0	6	0	0	0	0	16747	18099	214	52	11	1	1	10	1	1	0	0	18138	18115	189	72
0	16	4	1	6	0	0	0	0	16625	18202	226	48	17	4	0	8	0	0	0	0	17435	18932	234	48
0	16	0	0	5	0	0	0	0	15738	16964	215	42	17	4	1	8	1	1	0	0	17507	18823	185	81
0	16	3	0	6	2	1	1	0	16326	18447	232	44	15	2	1	3	0	0	0	0	15161	17703	231	53
0	17	0	0	5	0	0	0	0	15334	18085	204	63	101	3	1	8	0	0	0	0	17898	18120	227	44
0	18	2	1	9	1	0	1	1	18490	16745	215	33	15	2	0	8	1	1	0	0	18011	17403	230	47
0	14	4	1	5	0	0	0	0	15542	16959	188	59	70	3	0	8	1	1	0	0	17660	19007	238	44
0	15	1	1	3	0	0	0	0	15409	17883	240	44	35	0	0	4	0	0	0	0	16138	18783	250	44
0	18	1	1	6	0	0	0	0	16205	15951	171	44	42	3	0	15	1	1	0	0	19924	19646	216	48
1	15	2	0	8	1	0	1	0	16836	17998	228	49	15	2	1	8	0	0	0	0	16888	18299	186	52
1	19	0	0	1	1	1	0	0	14862	18359	237	56	13	2	1	2	1	0	1	0	14853	18531	199	80
1	42	5	1	8	1	1	0	0	17971	19666	209	64	24	5	0	7	0	0	0	0	17448	19735	237	61
1	35	1	0	4	1	1	0	0	15689	18377	211	64	16	1	1	4	0	0	0	0	15016	16696	210	43
1	14	4	0	3	0	0	0	0	15751	17685	252	46	46	4	1	3	0	0	0	0	14825	17357	215	49
0	50	4	1	11	0	0	0	0	17535	17282	200	23	41	5	0	10	1	1	0	0	17935	18966	211	69
1	33	3	1	3	0	0	0	0	16419	19867	276	61	15	2	0	0	1	1	0	0	14636	18447	257	68
1	58	1	0	2	0	0	0	0	13757	16461	220	34	16	5	1	3	0	0	0	0	15509	18207	238	60
1	19	2	0	10	1	1	0	0	18491	19416	237	55	13	4	1	4	0	0	0	0	14974	16535	211	48
1	16	21	0	4	0	0	0	0	15536	17282	190	43	62	0	1	4	1	1	0	0	16216	16872	215	53
1	14	13	1	7	2	1	1	0	16817	19506	237	64	37	0	0	1	0	0	0	0	13796	17120	214	44
1	12	1	1	6	2	1	1	0	16683	18169	213	58	13	1	0	7	0	0	0	0	16756	17836	213	47
0	17	3	1	8	1	1	0	0	17161	18145	206	48	17	3	0	4	0	0	0	0	15584	18195	214	48
0	14	3	0	2	0	0	0	0	14815	17728	226	59	16	5	1	5	1	0	1	0	16931	19884	237	80
1	14	2	1	11	0	0	0	0	18180	18464	190	47	33	1	0	5	1	1	0	0	15605	17010	203	48
0	20	3	1	6	0	0	0	0	16993	19908	230	60	15	5	0	3	0	0	0	0	15107	18220	230	48
0	18	1	0	2	0	0	0	0	14023	15096	187	59	15	9	1	11	1	1	0	0	18682	18364	225	44
1	10	3	0	5	0	0	0	0	16256	17771	247	48	17	2	1	7	1	1	0	0	17118	18177	200	60
0	15	2	0	3	0	0	0	0	14462	15785	197	47	23	1	1	3	1	0	1	0	14822	17533	209	56
1	15	3	1	4	2	1	1	0	15825	17561	225	58	14	5	0	5	0	0	0	0	15365	18668	218	54
1	16	4	1	8	1	1	0	0	17616	18517	235	68	19	4	0	5	0	0	0	0	15826	17297	231	36
1	42	3	0	1	1	1	0	0	14322	17759	236	48	28	5	1	4	1	0	1	0	16292	18936	222	77
1	16	6	0	5	1	0	1	0	16033	17303	211	51	17	2	1	4	1	1	0	0	14960	17200	225	50
1	48	0	1	3	0	0	0	0	14887	16190	214	48	17	5	0	7	1	1	0	0	16612	18194	242	48
1	16	1	1	12	0	0	0	0	18688	18316	199	40	16	0	0	6	2	1	1	0	15752	17173	207	64
1	35	2	0	4	0	0	0	0	15074	17596	214	52	16	0	1	7	2	1	1	0	17128	18327	211	50
0	13	1	0	3	0	0	0	0	14647	17841	185	68	15	0	1	6	2	1	1	0	16731	18692	251	40
1	31	2	0	5	0	0	0	0	15678	18321	221	65	16	1	1	4	0	0	0	0	16072	17155	230	46
0	15	1	0	1	0	0	0	0	13627	15650	206	48	15	3	1	9	1	1	0	0	16993	17472	205	45
1	65	2	1	9	2	1	1	0	18890	19533	236	48	20	3	0	2	0	0	0	0	14653	17195	226	59
1	15	1	0	2	0	0	0	0	13636	16872	190	46	59	3	1	8	0	0	0	0	17091	19277	217	42
1	13	1	1	14	0	0	0	0	19339	18982	197	39	18	1	0	2	0	0	0	0	13761	15535	179	48
0	103	2	1	5	0	0	0	0	15473	17268	219	36	17	1	0	5	0	0	0	0	15603	17691	221	51
0	16	0	0	3	0	0	0	0	14535	16967	182	52	11	3	1	5	1	1	0	0	17026	18738	241	55
0	20	5	1	2	1	0	1	0	14752	17234	239	48	16	2	0	7	1	1	0	0	17158	19920	218	72
1	12	3	1	3	1	1	0	0	14323	16834	184	55	14	3	0	5	1	0	1	0	16869	19376	243	70
0	16	3	1	6	0	0	0	0	15890	15995	178	36	38	3	0	5	1	1	0	0	15653	17302	202	44
1	17	6	0	12	0	0	0	0	18028	16592	179	46	25	4	1	7	2	1	1	1	17617	15517	176	34
1	13	1	1	4	0	0	0	0	15352	15672	193	46	15	1	0	8	1	1	0	0	17054	17162	191	44
1	15	5	0	8	1	1	0	0	17306	18073	237	43	14	2	1	4	0	0	0	0	15136	16690	218	44
0	18	4	1	6	0	0	0	0	15380	17373	193	55	36	5	0	6	0	0	0	0	17444	20012	242	60
0	16	6	0	4	1	1	0	0	15376	16496	225	40	15	1	1	5	0	0	0	0	16109	17280	201	52
1	12	2	1	6	1	1	0	0	16815	17824	235	48	15	0	0	7	1	0	1	0	16132	18032	179	48
1	23	3	0	4	0	0	0	0	15364	18063	210	51	19	4	1	6	1	1	0	0	16310	17433	229	40
0	17	3	1	5	0	0	0	0	16199	18624	205	65	14	6	0	4	0	0	0	0	15687	17766	218	61
1	17	1	0	12	0	0	0	0	17539	20178	189	46	27	2	1	7	0	0	0	0	16853	19413	208	63
0	13	0	0	8	1	0	1	0	16781	17736	180	42	13	3	1	10	1	1	0	0	18392	19360	188	53
1	38	5	0	11	0	0	0	0	17819	18112	232	34	15	13	1	8	0	0	0	0	17008	17736	222	40
1	15	3	1	14	2	1	1	1	21927	20604	250	57	22	3	0	8	0	0	0	0	16664	17391	174	51
0	14	2	0	6	0	0	0	0	16621	19161	231	60	16	4	1	7	1	1	0	0	16870	17741	203	60
1	21	4	0	13	1	1	0	0	19865	18655	225	39	14	4	1	8	0	0	0	0	17046	17361	210	44
1	41	1	1	8	0	0	0	0	17208	18748	197	48	12	1	0	8	0	0	0	0	17121	18313	222	47
0	142	4	0	1	1	1	0	0	13631	16334	220	48	39	2	1	8	1	0	1	0	17470	19652	233	55
1	13	4	1	10	0	0	0	0	18588	18890	229	48	15	2	0	5	0	0	0	0	15764	17544	214	44
0	24	3	0	5	1	1	0	0	15173	17549	186	60	15	1	1	7	0	0	0	0	17332	18829	227	47
1	42	3	0	6	0	0	0	0	17188	19429	250	56	16	14	1	6	0	0	0	0	16862	18266	219	72
0	20	1	0	6	0	0	0	0	15511	15296	171	50	13	4	1	12	1	1	0	0	20286	19376	237	52
